movie_title,content_rating,genres,directors,runtime,tomatometer_status,tomatometer_rating,audience_rating,tomatometer_top_critics_count
The Guardian,R,"Horror, Mystery & Suspense",William Friedkin,92,Rotten,30,32,1
Mystery Train,R,"Art House & International, Comedy, Drama",Jim Jarmusch,113,Fresh,89,87,6
Revolution,PG-13,"Action & Adventure, Drama",Hugh Hudson,123,Rotten,10,32,6
Henry V,PG-13,"Action & Adventure, Drama, Romance",Kenneth Branagh,137,Certified-Fresh,100,89,11
Kiss of Death,NR,"Classics, Drama, Mystery & Suspense",Henry Hathaway,98,Fresh,88,76,2
Conquest,NR,"Drama, Romance",Clarence Brown,112,Fresh,100,50,1
Alice in Wonderland,G,"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske",75,Fresh,81,78,6
My Blue Heaven,PG-13,Comedy,Herbert Ross,95,Fresh,71,59,2
State Fair,NR,"Classics, Musical & Performing Arts",Walter Lang,100,Fresh,83,78,0
Dick Tracy,PG,"Action & Adventure, Comedy, Drama",Warren Beatty,110,Fresh,63,53,13
Bombshell (Blonde Bombshell),NR,"Classics, Comedy, Drama, Romance",Victor Fleming,95,Fresh,90,74,0
Navy Seals,R,"Action & Adventure, Mystery & Suspense",Lewis Teague,113,Rotten,19,42,11
"Goodbye, Mr. Chips",G,"Drama, Musical & Performing Arts, Romance",Herbert Ross,151,Fresh,100,71,1
102 Dalmatians,G,"Comedy, Kids & Family",Kevin Lima,100,Rotten,31,32,28
The Champ,NR,"Classics, Drama, Kids & Family",King Vidor,86,Fresh,90,74,2
Narrow Margin,R,"Action & Adventure, Mystery & Suspense",Peter Hyams,97,Rotten,57,50,3
Red Dust,NR,"Drama, Romance",Victor Fleming,83,Fresh,100,78,0
Desperate Hours,R,"Drama, Mystery & Suspense",Michael Cimino,106,Rotten,36,23,3
Ghost,PG-13,"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Jerry Zucker,127,Certified-Fresh,74,80,18
Memphis Belle,PG-13,"Action & Adventure, Drama",Michael Caton-Jones,108,Fresh,67,79,8
Faust,NR,"Art House & International, Horror, Science Fiction & Fantasy",F.W. Murnau,117,Fresh,94,91,10
Gun Crazy (Deadly Is the Female),R,"Action & Adventure, Classics, Drama",Joseph H. Lewis,87,Certified-Fresh,98,84,10
The Jungle Book,PG,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",Wolfgang Reitherman,78,Certified-Fresh,88,82,5
The Long Goodbye,R,"Classics, Drama, Mystery & Suspense",Robert Altman,112,Certified-Fresh,93,88,9
Houdini,NR,"Classics, Drama",George Marshall,106,Fresh,85,59,0
Avalon,PG,Drama,Barry Levinson,126,Fresh,85,77,3
The Rookie,R,"Action & Adventure, Comedy, Drama, Mystery & Suspense",Clint Eastwood,121,Rotten,29,36,4
The Long Walk Home,PG,Drama,Richard Pearce,97,Fresh,87,84,4
Anastasia,NR,"Classics, Drama",Anatole Litvak,105,Fresh,91,78,0
Jane Eyre,R,"Classics, Drama, Romance",Robert Stevenson,96,Fresh,100,83,0
The Pit and the Pendulum,R,Horror,Stuart Gordon,97,Rotten,56,39,1
GoodFellas,R,Drama,Martin Scorsese,146,Certified-Fresh,96,97,28
After Hours,R,"Comedy, Mystery & Suspense",Martin Scorsese,97,Certified-Fresh,89,87,12
White Fang,PG,"Action & Adventure, Drama, Kids & Family",Randal Kleiser,109,Fresh,65,63,7
Boy Meets Girl (1984),R,"Art House & International, Drama, Romance",Leos Carax,100,Fresh,100,73,3
Mata Hari,NR,"Action & Adventure, Classics, Drama, Mystery & Suspense, Romance",George Fitzmaurice,91,Fresh,63,55,4
Alice,PG-13,"Comedy, Drama, Romance",Woody Allen,106,Fresh,75,57,6
Hidden Agenda,R,"Drama, Mystery & Suspense",Ken Loach,108,Fresh,85,72,6
The Connection,NR,"Classics, Drama",Shirley Clarke,110,Fresh,95,79,7
The Entertainer,NR,"Art House & International, Classics, Drama, Musical & Performing Arts",Tony Richardson,97,Fresh,77,73,0
"Sorry, Wrong Number",NR,"Classics, Drama, Horror, Mystery & Suspense",Anatole Litvak,89,Fresh,86,78,5
Awakenings,PG-13,Drama,Penny Marshall,121,Fresh,88,89,4
Diabolique (Les Diaboliques),NR,Mystery & Suspense,Henri-Georges Clouzot,116,Certified-Fresh,96,93,10
True Colors,R,Drama,Herbert Ross,112,Rotten,47,45,5
Switch,R,"Comedy, Science Fiction & Fantasy",Blake Edwards,104,Rotten,32,43,3
The Field,PG-13,"Art House & International, Drama",Jim Sheridan,107,Rotten,43,81,6
Oscar,PG,"Comedy, Drama, Mystery & Suspense",John Landis,109,Rotten,12,63,2
Night Nurse,NR,Drama,"William Wellman, Igor Auzins",72,Fresh,86,73,0
Fury,NR,"Classics, Drama, Mystery & Suspense",Fritz Lang,90,Fresh,100,89,0
Possessed,NR,"Classics, Drama, Mystery & Suspense","Clarence Brown, Curtis Bernhardt",108,Fresh,90,76,1
Born to Kill,NR,"Classics, Drama",Robert Wise,92,Fresh,83,75,0
Toy Soldiers,R,"Action & Adventure, Drama, Mystery & Suspense","Daniel Petrie Sr., Daniel Petry, Daniel Petrie Jr.",112,Rotten,36,66,3
Come and See (Idi i smotri),NR,"Art House & International, Drama",Elem Klimov,142,Fresh,97,95,7
The Miracle,PG,Drama,Neil Jordan,96,Fresh,67,62,3
Hot Shots!,PG-13,Comedy,Jim Abrahams,85,Fresh,83,65,2
Dogfight,R,"Drama, Romance",Nancy Savoca,95,Fresh,78,87,3
The Hitman,R,Action & Adventure,Aaron Norris,95,Rotten,13,45,0
Teacher's Pet,NR,"Classics, Comedy, Drama, Romance",George Seaton,120,Fresh,86,71,1
Shattered,R,"Art House & International, Drama, Mystery & Suspense",Wolfgang Petersen,98,Rotten,36,56,2
Romeo and Juliet,NR,"Classics, Drama, Romance",George Cukor,126,Fresh,78,50,0
The Doctor,PG-13,Drama,Randa Haines,125,Fresh,82,72,4
Paradise,PG-13,Drama,Mary Agnes Donoghue,111,Rotten,36,50,2
The Commitments,R,"Comedy, Drama, Musical & Performing Arts",Alan Parker,117,Certified-Fresh,89,90,11
Frankie & Johnny,R,"Comedy, Drama, Romance",Garry Marshall,118,Fresh,66,67,10
Deceived,PG-13,"Drama, Mystery & Suspense","Damian Harris, Damien Harris",103,Rotten,37,42,4
The Star,NR,"Classics, Drama",Stuart Heisler,89,Rotten,29,60,1
Poison,NC17,"Art House & International, Drama, Horror",Todd Haynes,86,Fresh,77,68,8
Cape Fear,R,"Drama, Mystery & Suspense",Martin Scorsese,128,Certified-Fresh,74,77,12
Homo Faber (Voyager),PG-13,"Art House & International, Drama, Romance",Volker Schlöndorff,117,Rotten,56,72,2
My Girl,PG-13,"Comedy, Drama, Kids & Family",Howard Zieff,102,Rotten,53,77,3
JFK,R,"Drama, Mystery & Suspense",Oliver Stone,189,Certified-Fresh,84,88,13
The Man in the Moon,PG-13,"Drama, Romance",Robert Mulligan,99,Fresh,90,85,5
The Prize,NR,"Action & Adventure, Classics, Drama, Mystery & Suspense",Mark Robson,136,Rotten,50,68,2
The Train,NR,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",Jayaraaj,133,Fresh,92,89,0
Father of the Bride,PG,Comedy,Charles Shyer,105,Fresh,70,70,9
Rush,R,"Action & Adventure, Drama, Mystery & Suspense",Lili Fini Zanuck,120,Fresh,71,72,10
Medicine Man,PG-13,Drama,John McTiernan,106,Rotten,19,46,3
Platinum Blonde,NR,"Classics, Comedy, Romance",Frank Capra,90,Fresh,88,66,0
The Uninvited,NR,"Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Lewis Allen,98,Fresh,95,81,4
The Italian Job,G,"Action & Adventure, Classics, Comedy, Drama, Mystery & Suspense",Peter Collinson,101,Fresh,83,86,7
Beethoven,PG,"Comedy, Kids & Family, Special Interest",Brian Levant,88,Rotten,30,35,7
Tacones Lejanos (High Heels),R,"Art House & International, Comedy, Drama, Romance",Pedro Almodóvar,114,Rotten,53,83,4
The Babe,PG,Drama,Arthur Hiller,115,Rotten,46,37,14
The Cutting Edge,PG,"Comedy, Drama, Romance",Paul Michael Glaser,101,Rotten,57,76,12
Gladiator,R,"Action & Adventure, Drama",Rowdy Herrington,102,Rotten,31,68,6
Kid Galahad,NR,"Classics, Drama",Michael Curtiz,101,Fresh,100,68,0
Deep Cover,R,"Action & Adventure, Drama, Mystery & Suspense",Bill Duke,108,Fresh,82,77,9
All I Want for Christmas,G,"Comedy, Kids & Family, Science Fiction & Fantasy",Robert H. Lieberman,92,Rotten,0,59,5
Class Act,PG-13,Comedy,Randall Miller,98,Rotten,17,72,1
Edward II,R,Drama,Derek Jarman,91,Fresh,100,75,1
A Midnight Clear,R,"Action & Adventure, Drama",Keith Gordon,107,Certified-Fresh,88,79,13
Boomerang,R,"Comedy, Romance",Reginald Hudlin,118,Rotten,43,59,10
Rapid Fire,R,"Action & Adventure, Drama, Mystery & Suspense","Dwight H. Little, Dwight Little",95,Rotten,45,55,5
Live Wire,R,"Action & Adventure, Drama, Mystery & Suspense",Christian Duguay,85,Rotten,0,30,0
Of Mice and Men,PG-13,Drama,Gary Sinise,110,Fresh,97,82,7
Body Parts,R,"Horror, Mystery & Suspense",Eric Red,88,Rotten,41,33,1
Cool World,PG-13,"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy",Ralph Bakshi,102,Rotten,6,31,11
Singles,PG-13,"Comedy, Drama, Romance",Cameron Crowe,99,Certified-Fresh,79,72,15
The Naked City,NR,"Classics, Drama, Mystery & Suspense",Jules Dassin,96,Fresh,88,80,4
Conquest of Space,NR,"Classics, Science Fiction & Fantasy",Byron Haskin,80,Fresh,60,26,2
Wind,PG-13,"Action & Adventure, Drama",Carroll Ballard,125,Rotten,50,82,3
The Last of the Mohicans,R,"Action & Adventure, Drama, Romance",Michael Mann,114,Certified-Fresh,93,88,9
Consenting Adults,R,Mystery & Suspense,Alan J. Pakula,100,Rotten,25,24,2
Husbands and Wives,R,"Comedy, Drama, Romance",Woody Allen,93,Certified-Fresh,93,87,13
Hero,PG-13,"Comedy, Drama",Stephen Frears,116,Fresh,67,50,1
"Ned Kelly (Ned Kelly, Outlaw)",PG,"Action & Adventure, Western",Tony Richardson,101,Rotten,27,26,3
Hallelujah,NR,"Classics, Drama, Musical & Performing Arts",King Vidor,106,Fresh,83,55,3
The Sea Wolf,PG-13,"Action & Adventure, Classics, Drama",Michael Curtiz,90,Fresh,100,76,0
Forever Young,PG,"Drama, Kids & Family, Science Fiction & Fantasy, Romance",Steve Miner,102,Rotten,57,53,6
Matinee,PG,"Comedy, Drama, Horror, Kids & Family",Joe Dante,99,Fresh,92,62,4
Unforgiven,R,"Drama, Western",Clint Eastwood,130,Certified-Fresh,96,93,28
Leap of Faith,PG-13,"Comedy, Drama",Richard Pearce,108,Fresh,64,45,2
Malcolm X,PG-13,Drama,Spike Lee,201,Certified-Fresh,88,91,12
Love on the Run,NR,"Classics, Comedy, Romance",W.S. Van Dyke,80,Fresh,80,61,0
Scent of a Woman,R,Drama,Martin Brest,157,Certified-Fresh,89,92,9
Nowhere to Run,R,"Action & Adventure, Mystery & Suspense",Robert Harmon,95,Rotten,30,32,8
Sniper,R,Action & Adventure,Luis Llosa,99,Rotten,38,55,2
The Vanishing,R,Mystery & Suspense,George Sluizer,110,Rotten,49,46,8
The Crush,R,"Drama, Mystery & Suspense",Alan Shapiro,89,Rotten,25,41,4
Boiling Point,R,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",James B. Harris,93,Rotten,18,21,1
Indian Summer,PG-13,"Art House & International, Comedy",Mike Binder,98,Rotten,58,65,5
Alive,R,"Action & Adventure, Drama",Frank Marshall,127,Rotten,59,68,6
Point of No Return (The Assassin),R,"Action & Adventure, Drama, Mystery & Suspense",John Badham,103,Rotten,50,50,5
Brother's Keeper,R,"Documentary, Special Interest","Joe Berlinger, Bruce Sinofsky",104,Fresh,100,88,3
Born Yesterday,PG,"Comedy, Romance",Luis Mandoki,101,Rotten,23,27,11
Stalker,NR,"Action & Adventure, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Andrei Tarkovsky,163,Certified-Fresh,100,93,12
The Browning Version,NR,"Classics, Drama",Anthony Asquith,90,Fresh,89,95,4
Posse,R,"Action & Adventure, Art House & International, Western",Mario Van Peebles,109,Rotten,29,48,5
Made in America,PG-13,Comedy,Richard Benjamin,110,Rotten,31,30,3
Cliffhanger,R,"Action & Adventure, Mystery & Suspense",Renny Harlin,112,Fresh,69,52,20
Frankenstein,NR,"Drama, Horror, Science Fiction & Fantasy, Television",David Wickes,117,Rotten,17,47,1
The Firm,R,"Drama, Mystery & Suspense",Sydney Pollack,154,Certified-Fresh,75,64,11
The Black Scorpion,NR,"Classics, Horror, Science Fiction & Fantasy",Edward Ludwig,88,Fresh,60,33,0
The Lodger: A Story of the London Fog,NR,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,91,Fresh,96,76,7
Equinox,R,"Drama, Mystery & Suspense",Alan Rudolph,110,Rotten,33,42,1
Gypsy,NR,"Comedy, Musical & Performing Arts",Emile Ardolino,150,Rotten,57,76,0
Wide Sargasso Sea,R,"Art House & International, Drama, Romance",John Duigan,96,Fresh,65,37,8
The Secret Garden,G,"Drama, Kids & Family",Agnieszka Holland,101,Certified-Fresh,88,80,17
Strictly Ballroom,PG,"Comedy, Drama, Romance",Baz Luhrmann,92,Certified-Fresh,93,87,6
Calendar Girl,PG-13,"Comedy, Drama, Romance",John Whitesell,90,Rotten,11,31,10
Savage Messiah,R,Drama,Ken Russell,100,Fresh,60,79,3
Deadfall,R,"Drama, Mystery & Suspense",Christopher Coppola,99,Rotten,0,25,1
Much Ado About Nothing,PG-13,"Comedy, Drama, Romance",Kenneth Branagh,110,Certified-Fresh,90,86,13
Airborne,PG,"Action & Adventure, Comedy, Drama, Kids & Family",Rob Bowman,91,Rotten,21,59,8
Gettysburg,PG,"Classics, Drama",Ronald F. Maxwell,254,Fresh,77,89,6
Fatal Instinct,PG-13,Comedy,Carl Reiner,88,Rotten,18,40,8
High Noon,PG,"Mystery & Suspense, Western",Fred Zinnemann,85,Certified-Fresh,97,89,10
A Home of Our Own,PG,"Drama, Kids & Family",Tony Bill,102,Rotten,50,73,3
The Fugitive,PG-13,"Action & Adventure, Drama, Mystery & Suspense",Andrew Davis,127,Certified-Fresh,96,89,19
Fearless,R,Drama,Peter Weir,121,Fresh,85,80,9
Trauma (Dario Argento's Trauma),R,"Horror, Mystery & Suspense",Dario Argento,105,Rotten,57,41,0
Cool Runnings,PG,Comedy,Jon Turteltaub,97,Certified-Fresh,76,81,11
The Skin Game,NR,"Classics, Comedy, Drama",Alfred Hitchcock,87,Rotten,38,17,4
The Man Who Loved Women,R,"Comedy, Romance",Blake Edwards,110,Rotten,33,37,2
Impact,NR,"Classics, Drama, Mystery & Suspense",Arthur Lubin,111,Fresh,60,54,1
Into the West,PG,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",,102,Fresh,77,79,3
The Three Musketeers,PG,"Action & Adventure, Comedy, Kids & Family, Romance",Stephen Herek,105,Rotten,28,62,7
Alice in Wonderland,G,"Action & Adventure, Comedy, Kids & Family, Television",Nick Willing,96,Rotten,33,62,0
Scared Stiff,NR,"Classics, Comedy, Mystery & Suspense",George Marshall,108,Fresh,71,74,0
Gunmen,R,Action & Adventure,Deran Sarafian,90,Rotten,15,35,5
Dangerous Game,R,Drama,Abel Ferrara,107,Rotten,31,45,3
The Getaway,R,"Action & Adventure, Drama, Mystery & Suspense",Roger Donaldson,115,Rotten,32,28,3
Angels in the Outfield,NR,"Classics, Comedy, Science Fiction & Fantasy",Clarence Brown,102,Fresh,83,63,2
Heaven & Earth,R,Drama,Oliver Stone,140,Rotten,40,70,7
Snow White and the Seven Dwarfs,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","David Hand, William Cottrell, David D. Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen, Dorothy Ann Blank, Dick Richard, Walt Disney, Richard Creedon, Merrill de Maris, Webb Smith",80,Certified-Fresh,98,78,8
Sugar Hill,R,"Drama, Mystery & Suspense",Leon Ichaso,123,Rotten,20,69,2
Thumbelina,G,"Animation, Kids & Family","Don Bluth, Gary Goldman",94,Rotten,27,66,2
The Young Americans,R,"Action & Adventure, Drama, Mystery & Suspense","Vernon Layton, Danny Cannon",104,Rotten,33,41,0
Alice (Neco z Alenky),NR,"Animation, Art House & International, Horror, Science Fiction & Fantasy, Special Interest",Jan Svankmajer,90,Fresh,100,80,5
The Last Man on Earth,NR,"Drama, Horror, Science Fiction & Fantasy","Ubaldo Ragona, Sidney Salkow",86,Fresh,80,69,1
Sherman's March,NR,"Documentary, Special Interest",Ross McElwee,155,Fresh,100,85,0
Bad Girls,R,"Action & Adventure, Western",Jonathan Kaplan,99,Rotten,9,40,5
Dream Lover,R,"Drama, Mystery & Suspense",Nicholas Kazan,103,Rotten,57,40,2
Black Beauty,G,"Action & Adventure, Drama, Kids & Family",Caroline Thompson,85,Fresh,80,75,8
The Circus,G,"Action & Adventure, Classics, Comedy, Drama, Kids & Family, Special Interest",Charles Chaplin,72,Fresh,96,94,4
The Kid,NR,"Classics, Comedy",Charles Chaplin,60,Certified-Fresh,100,95,7
Wyatt Earp,PG-13,"Action & Adventure, Drama, Western",Lawrence Kasdan,191,Rotten,44,61,3
Betty,NR,"Art House & International, Drama",Claude Chabrol,100,Fresh,90,59,2
Blown Away,R,"Action & Adventure, Drama, Mystery & Suspense",Stephen Hopkins,121,Rotten,38,40,3
The Mask,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",Chuck Russell,101,Certified-Fresh,77,68,16
Wolf,R,"Drama, Horror, Science Fiction & Fantasy, Romance",Mike Nichols,125,Fresh,60,42,9
Orlacs Hände (The Hands of Orlac),NR,"Art House & International, Horror, Mystery & Suspense",Robert Wiene,92,Fresh,86,81,3
The Shadow,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Russell Mulcahy,102,Rotten,35,44,10
It Could Happen to You,PG,"Comedy, Drama, Romance",Andrew Bergman,97,Fresh,71,54,9
Robin Hood,NR,"Action & Adventure, Classics, Kids & Family, Romance",,170,Fresh,100,72,0
Milk Money,PG-13,"Comedy, Romance",Richard Benjamin,108,Rotten,12,37,15
Barcelona,PG-13,"Comedy, Drama, Romance",Whit Stillman,100,Fresh,82,80,11
The Browning Version,R,"Art House & International, Drama",Mike Figgis,97,Fresh,78,79,4
Only You,PG,"Comedy, Romance",Norman Jewison,108,Rotten,54,68,10
The Specialist,R,"Action & Adventure, Drama, Mystery & Suspense",Luis Llosa,109,Rotten,7,29,7
Titanic,NR,"Action & Adventure, Classics, Drama, Romance",Jean Negulesco,97,Fresh,91,66,0
Beloved,R,"Drama, Horror",Jonathan Demme,172,Certified-Fresh,78,71,23
Rudyard Kipling's The Jungle Book,PG,"Action & Adventure, Drama, Kids & Family","Stephen Sommers, Greg Michael",110,Certified-Fresh,80,55,13
The Life and Times of Allen Ginsberg,NR,"Documentary, Special Interest",Jerry Aronson,82,Fresh,77,71,1
Junior,PG-13,"Comedy, Science Fiction & Fantasy",Ivan Reitman,109,Rotten,36,22,10
Street Fighter,PG-13,Action & Adventure,Steven E. de Souza,102,Rotten,10,20,9
Little Women,PG,"Drama, Romance",Gillian Armstrong,118,Fresh,92,84,12
Shallow Grave,R,"Comedy, Drama, Mystery & Suspense",Danny Boyle,92,Fresh,69,83,14
Bad Company,R,"Drama, Mystery & Suspense","Damian Harris, Damien Harris",108,Rotten,27,31,3
Three Colors: Red (Trois couleurs: Rouge),R,"Art House & International, Drama, Romance",Krzysztof Kieslowski,99,Certified-Fresh,100,95,14
True Crime,R,Mystery & Suspense,Pat Verducci,94,Rotten,0,43,0
L'Enfer,NR,"Art House & International, Drama",Claude Chabrol,105,Fresh,100,74,1
Nobody's Fool,R,"Comedy, Drama",Robert Benton,110,Certified-Fresh,91,81,18
The Wild Bunch,R,"Action & Adventure, Drama, Western",Sam Peckinpah,142,Certified-Fresh,90,91,18
The Quick and the Dead,R,"Action & Adventure, Cult Movies, Western",Sam Raimi,105,Rotten,59,53,10
Top Dog,PG-13,"Action & Adventure, Comedy",Aaron Norris,87,Rotten,0,32,2
Man of the House,PG,"Comedy, Kids & Family",James Orr,96,Rotten,14,33,1
Born to Be Wild,PG,"Action & Adventure, Comedy, Drama, Kids & Family",John Gray,100,Rotten,0,48,3
Hideaway,R,"Drama, Horror, Mystery & Suspense","Brett Leonard, Bill Mizel",103,Rotten,20,39,5
The Babysitter,R,"Drama, Mystery & Suspense",Guy Ferland,90,Rotten,17,16,0
The Old Dark House,NR,"Classics, Comedy, Horror, Mystery & Suspense",James Whale,71,Fresh,96,72,6
She,NR,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy","Irving Pichel, Lancing G. Holden, Lansing C. Holden",95,Rotten,50,52,0
School for Scoundrels,NR,"Classics, Comedy",Robert Hamer,94,Fresh,100,70,0
Village of the Damned,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",John Carpenter,98,Rotten,29,27,5
A Little Princess,G,"Drama, Kids & Family",Alfonso Cuarón,97,Fresh,97,88,9
Mad Love,PG-13,"Drama, Romance",Antonia Bird,95,Rotten,28,49,9
Bad Boys,R,Action & Adventure,Michael Bay,118,Rotten,42,78,17
Smoke,R,"Comedy, Drama",Wayne Wang,112,Fresh,93,89,6
Pocahontas,G,"Action & Adventure, Animation, Drama","Eric Goldberg, Mike Gabriel",87,Rotten,55,64,16
Contraband,NR,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",Michael Powell,91,Fresh,100,67,1
Raw Deal,NR,"Classics, Drama, Mystery & Suspense",Anthony Mann,89,Fresh,100,81,0
Cowboy,NR,"Action & Adventure, Classics, Western",Balachandra Kumar,92,Fresh,86,57,0
Babe,G,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Chris Noonan,94,Certified-Fresh,97,67,21
The Prophecy,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Gregory Widen,98,Rotten,43,64,2
Braveheart,R,"Action & Adventure, Classics, Drama",Mel Gibson,177,Certified-Fresh,78,85,27
Copycat,R,"Drama, Horror, Mystery & Suspense",Jon Amiel,123,Fresh,78,64,6
Fair Game,R,"Action & Adventure, Mystery & Suspense",Andrew Sipes,90,Rotten,12,14,9
The Scarlet Letter,R,"Drama, Romance",Roland Joffé,135,Rotten,13,41,15
Home for the Holidays,PG-13,"Comedy, Drama, Kids & Family",Jodie Foster,103,Fresh,63,72,14
Kicking and Screaming,R,"Art House & International, Comedy, Drama",Noah Baumbach,96,Rotten,57,76,13
Shadows,PG,"Classics, Drama, Romance",John Cassavetes,81,Fresh,100,81,6
Persuasion,PG,"Drama, Romance",Roger Michell,102,Fresh,86,84,10
To Die For,R,"Comedy, Drama, Mystery & Suspense",Gus Van Sant,103,Certified-Fresh,88,65,15
It Takes Two,PG,"Comedy, Drama, Kids & Family","Andy Tennant, Andrew Tennant",101,Rotten,8,60,9
Boomerang!,NR,"Classics, Drama, Mystery & Suspense",Elia Kazan,88,Fresh,80,63,4
Casino,R,Drama,Martin Scorsese,177,Certified-Fresh,80,93,17
Jumanji,PG,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Joe Johnston,104,Rotten,55,62,8
Richard III,R,Drama,Richard Loncraine,105,Certified-Fresh,94,85,15
Heat,R,"Action & Adventure, Mystery & Suspense",Michael Mann,170,Certified-Fresh,87,94,26
Zhong Nan Hai bao biao (The Defender) (The Bodyguard from Beijing),R,"Action & Adventure, Art House & International","Corey Yuen, Cory Yuen",95,Fresh,71,67,0
The Addiction,PG-13,"Drama, Horror",Abel Ferrara,82,Fresh,75,69,6
Sabrina,PG,"Comedy, Drama, Romance",Sydney Pollack,127,Fresh,65,64,18
Heavy Metal,R,"Action & Adventure, Animation, Science Fiction & Fantasy","Jimmy T. Murakami, Gerald Potterton",90,Fresh,60,67,6
The Hill,NR,"Classics, Drama",Sidney Lumet,123,Fresh,71,93,0
Sudden Death,R,"Action & Adventure, Drama, Mystery & Suspense",Peter Hyams,110,Rotten,50,39,11
Dead Man Walking,R,"Drama, Mystery & Suspense",Tim Robbins,122,Certified-Fresh,95,86,20
"Cry, the Beloved Country",PG-13,Drama,Darrell Roodt,111,Fresh,85,73,4
Georgia,R,"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense",Ulu Grosbard,117,Fresh,80,66,7
Wuthering Heights,G,"Art House & International, Classics, Drama, Romance",Robert Fuest,105,Fresh,60,63,3
Broken Arrow,R,"Action & Adventure, Mystery & Suspense",John Woo,108,Rotten,52,44,7
Restoration,R,"Drama, Romance",Michael Hoffman,118,Fresh,70,59,12
Black Sheep,PG-13,Comedy,Penelope Spheeris,87,Rotten,28,70,6
Screamers,R,"Art House & International, Mystery & Suspense, Science Fiction & Fantasy",Christian Duguay,105,Rotten,28,45,11
Othello,R,"Drama, Romance",Oliver Parker,124,Fresh,67,64,12
The Substitute,R,"Action & Adventure, Drama",Robert Mandel,114,Rotten,43,40,8
Diabolique,R,"Drama, Mystery & Suspense","Jeremiah Chechik, Jeremiah S. Chechik",107,Rotten,18,34,7
Before and After,PG-13,"Drama, Mystery & Suspense",Barbet Schroeder,108,Rotten,32,35,5
The Old Man and the Sea,NR,"Action & Adventure, Classics, Drama","John Sturges, Fred Zinnemann",86,Fresh,78,67,0
The Convent (O Convento),PG,"Art House & International, Documentary, Drama, Mystery & Suspense",Manoel de Oliveira,90,Rotten,38,32,0
August,PG,"Comedy, Drama, Romance",Anthony Hopkins,93,Rotten,14,48,2
Carried Away,R,"Drama, Romance",Bruno Barreto,108,Fresh,64,40,7
The Quest,PG-13,Action & Adventure,Jean-Claude Van Damme,93,Rotten,14,36,5
Flipper,PG,"Action & Adventure, Kids & Family",Alan Shapiro,96,Rotten,32,34,5
Primal Fear,R,"Drama, Mystery & Suspense",Gregory Hoblit,129,Certified-Fresh,76,89,6
Twister,PG-13,"Action & Adventure, Drama",Jan de Bont,114,Rotten,58,58,13
Fear,R,"Drama, Horror, Mystery & Suspense",James Foley,96,Rotten,46,63,5
The Arrival,PG-13,"Mystery & Suspense, Science Fiction & Fantasy",David Twohy,109,Fresh,65,44,7
Charlotte Bronte's Jane Eyre,R,"Drama, Romance",Franco Zeffirelli,,Fresh,74,68,8
Last Dance,R,"Cult Movies, Drama, Mystery & Suspense",Bruce Beresford,103,Rotten,32,50,9
Moll Flanders,PG-13,"Drama, Romance",Pen Densham,123,Rotten,43,72,7
The Last Supper,R,"Comedy, Drama",Stacy Title,92,Fresh,63,70,15
Cold Comfort Farm,PG,"Art House & International, Comedy",John Schlesinger,104,Certified-Fresh,83,82,11
Independence Day,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Roland Emmerich,145,Fresh,67,75,23
The Rock,R,Action & Adventure,Michael Bay,136,Fresh,66,85,22
The Phantom,PG,"Action & Adventure, Science Fiction & Fantasy",Simon Wincer,100,Rotten,43,31,12
Matilda,PG,"Comedy, Kids & Family, Special Interest",Danny DeVito,93,Fresh,90,73,5
The Island of Dr. Moreau,PG-13,"Horror, Mystery & Suspense, Science Fiction & Fantasy",John Frankenheimer,95,Rotten,24,20,6
The Struggle,NR,"Classics, Drama",D.W. Griffith,87,Rotten,29,31,3
A Time to Kill,R,"Drama, Mystery & Suspense",Joel Schumacher,150,Fresh,67,85,15
Kingpin,PG-13,Comedy,"Bobby Farrelly, Peter Farrelly",113,Rotten,50,69,6
Chain Reaction,PG-13,"Action & Adventure, Mystery & Suspense",Andrew Davis,106,Rotten,18,27,10
